序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
2072,,其他,other,V3.0,,4866,4866,Int,42434,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42434
2073,,其他,other,V3.0,,4868,4868,Int,42435,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42435
2074,CH2冷冻出水设定温度（R）,冷水机组,setpoint,V3.0,,4870,4870,Int,42436,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42436
2075,CH2需求限制设定点,冷水机组,setpoint,V3.0,,4872,4872,Int,42437,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42437
2076,CH2蒸发器进水温度,冷水机组,temperature,V3.0,,4874,4874,Int,42438,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42438
2077,CH2蒸发器出水温度,冷水机组,temperature,V3.0,,4876,4876,Int,42439,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42439
2078,CH2冷凝器进水温度,冷水机组,temperature,V3.0,,4878,4878,Int,42440,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42440
2079,CH2冷凝器出水温度,冷水机组,temperature,V3.0,,4880,4880,Int,42441,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42441
2080,CH2机组本地远程,冷水机组,remote_status,V3.0,,4882,4882,Int,42442,,1本地；0远程,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42442
2081,CH2蒸发器水流开关状态,冷水机组,other,V3.0,,4884,4884,Int,42443,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42443
2082,CH2冷凝器水流开关状态,冷水机组,other,V3.0,,4886,4886,Int,42444,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42444
2083,CH2吸气温度,冷水机组,temperature,V3.0,,4888,4888,Int,42445,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42445
2084,CH2蒸发温度,冷水机组,temperature,V3.0,,4890,4890,Int,42446,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42446
2085,CH2蒸发压力,冷水机组,pressure,V3.0,,4892,4892,Int,42447,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42447
2086,CH2排气温度,冷水机组,temperature,V3.0,,4894,4894,Int,42448,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42448
2087,CH2冷凝温度,冷水机组,temperature,V3.0,,4896,4896,Int,42449,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42449
2088,CH2冷凝压力,冷水机组,pressure,V3.0,,4898,4898,Int,42450,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42450
2089,CH2压缩机额定电流百分比,冷水机组,other,V3.0,,4900,4900,Int,42451,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42451
2090,CH2供油压力,冷水机组,pressure,V3.0,,4902,4902,Int,42452,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42452
2091,CH2油槽压力,冷水机组,pressure,V3.0,,4904,4904,Int,42453,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42453
2092,CH2供油温度,冷水机组,temperature,V3.0,,4906,4906,Int,42454,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42454
2093,CH2油槽温度,冷水机组,temperature,V3.0,,4908,4908,Int,42455,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42455
2094,CH2供液温度,冷水机组,temperature,V3.0,,4910,4910,Int,42456,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42456
2095,CH2机组状态,冷水机组,manual_start,V3.0,,4912,4912,Int,42457,,0关；1启动；2运行；3预停机；4服务,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42457
2096,,其他,other,V3.0,,4914,4914,Int,42458,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42458
2097,,其他,other,V3.0,,4916,4916,Int,42459,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42459
2098,,其他,other,V3.0,,4918,4918,Int,42460,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42460
2099,,其他,other,V3.0,,4920,4920,Int,42461,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42461
2100,,其他,other,V3.0,,4922,4922,Int,42462,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42462
2101,,其他,other,V3.0,,4924,4924,Int,42463,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42463
2102,,其他,other,V3.0,,4926,4926,Int,42464,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42464
2103,,其他,other,V3.0,,4928,4928,Int,42465,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42465
2104,,其他,other,V3.0,,4930,4930,Int,42466,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42466
2105,,其他,other,V3.0,,4932,4932,Int,42467,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42467
2106,,其他,other,V3.0,,4934,4934,Int,42468,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42468
2107,,其他,other,V3.0,,4936,4936,Int,42469,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42469
2108,,其他,other,V3.0,,4938,4938,Int,42470,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42470
2109,,其他,other,V3.0,,4940,4940,Int,42471,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42471
2110,CH3冷冻出水设定温度（R）,冷水机组,setpoint,V3.0,,4942,4942,Int,42472,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42472
2111,CH3需求限制设定点,冷水机组,setpoint,V3.0,,4944,4944,Int,42473,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42473
2112,CH3蒸发器进水温度,冷水机组,temperature,V3.0,,4946,4946,Int,42474,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42474
2113,CH3蒸发器出水温度,冷水机组,temperature,V3.0,,4948,4948,Int,42475,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42475
2114,CH3冷凝器进水温度,冷水机组,temperature,V3.0,,4950,4950,Int,42476,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42476
2115,CH3冷凝器出水温度,冷水机组,temperature,V3.0,,4952,4952,Int,42477,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42477
2116,CH3机组本地/远程,冷水机组,remote_status,V3.0,,4954,4954,Int,42478,,1本地；0远程,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42478
2117,CH3蒸发器水流开关状态,冷水机组,other,V3.0,,4956,4956,Int,42479,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42479
2118,CH3冷凝器水流开关状态,冷水机组,other,V3.0,,4958,4958,Int,42480,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42480
2119,CH3吸气温度,冷水机组,temperature,V3.0,,4960,4960,Int,42481,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42481
2120,CH3蒸发温度,冷水机组,temperature,V3.0,,4962,4962,Int,42482,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42482
2121,CH3蒸发压力,冷水机组,pressure,V3.0,,4964,4964,Int,42483,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42483
2122,CH3排气温度,冷水机组,temperature,V3.0,,4966,4966,Int,42484,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42484
2123,CH3冷凝温度,冷水机组,temperature,V3.0,,4968,4968,Int,42485,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42485
2124,CH3冷凝压力,冷水机组,pressure,V3.0,,4970,4970,Int,42486,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42486
2125,CH3压缩机额定电流百分比,冷水机组,other,V3.0,,4972,4972,Int,42487,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42487
2126,CH3供油压力,冷水机组,pressure,V3.0,,4974,4974,Int,42488,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42488
2127,CH3油槽压力,冷水机组,pressure,V3.0,,4976,4976,Int,42489,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42489
2128,CH3供油温度,冷水机组,temperature,V3.0,,4978,4978,Int,42490,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42490
2129,CH3油槽温度,冷水机组,temperature,V3.0,,4980,4980,Int,42491,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42491
2130,CH3供液温度,冷水机组,temperature,V3.0,,4982,4982,Int,42492,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42492
2131,CH3机组状态,冷水机组,manual_start,V3.0,,4984,4984,Int,42493,,0关；1启动；2运行；3预停机；4服务,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42493
2132,,其他,other,V3.0,,4986,4986,Int,42494,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42494
2133,,其他,other,V3.0,,4988,4988,Int,42495,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42495
2134,,其他,other,V3.0,,4990,4990,Int,42496,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42496
2135,,其他,other,V3.0,,4992,4992,Int,42497,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42497
2136,,其他,other,V3.0,,4994,4994,Int,42498,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42498
2137,,其他,other,V3.0,,4996,4996,Int,42499,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42499
2138,,其他,other,V3.0,,4998,4998,Int,42500,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42500
2139,,其他,other,V3.0,,5000,5000,Int,42501,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42501
2140,,其他,other,V3.0,,5002,5002,Int,42502,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42502
2141,,其他,other,V3.0,,5004,5004,Int,42503,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42503
2142,,其他,other,V3.0,,5006,5006,Int,42504,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42504
2143,,其他,other,V3.0,,5008,5008,Int,42505,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42505
2144,,其他,other,V3.0,,5010,5010,Int,42506,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42506
2145,,其他,other,V3.0,,5012,5012,Int,42507,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42507
2146,CH4冷冻出水设定温度（R）,冷水机组,setpoint,V3.0,,5014,5014,Int,42508,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42508
2147,CH4需求限制设定点,冷水机组,setpoint,V3.0,,5016,5016,Int,42509,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42509
2148,CH4蒸发器进水温度,冷水机组,temperature,V3.0,,5018,5018,Int,42510,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42510
2149,CH4蒸发器出水温度,冷水机组,temperature,V3.0,,5020,5020,Int,42511,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42511
2150,CH4冷凝器进水温度,冷水机组,temperature,V3.0,,5022,5022,Int,42512,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42512
2151,CH4冷凝器出水温度,冷水机组,temperature,V3.0,,5024,5024,Int,42513,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42513
2152,CH4机组本地/远程,冷水机组,remote_status,V3.0,,5026,5026,Int,42514,,1本地；0远程,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42514
2153,CH4蒸发器水流开关状态,冷水机组,other,V3.0,,5028,5028,Int,42515,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42515
2154,CH4冷凝器水流开关状态,冷水机组,other,V3.0,,5030,5030,Int,42516,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42516
2155,CH4吸气温度,冷水机组,temperature,V3.0,,5032,5032,Int,42517,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42517
2156,CH4蒸发温度,冷水机组,temperature,V3.0,,5034,5034,Int,42518,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42518
2157,CH4蒸发压力,冷水机组,pressure,V3.0,,5036,5036,Int,42519,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42519
2158,CH4排气温度,冷水机组,temperature,V3.0,,5038,5038,Int,42520,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42520
2159,CH4冷凝温度,冷水机组,temperature,V3.0,,5040,5040,Int,42521,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42521
2160,CH4冷凝压力,冷水机组,pressure,V3.0,,5042,5042,Int,42522,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42522
2161,CH4压缩机额定电流百分比,冷水机组,other,V3.0,,5044,5044,Int,42523,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42523
2162,CH4供油压力,冷水机组,pressure,V3.0,,5046,5046,Int,42524,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42524
2163,CH4油槽压力,冷水机组,pressure,V3.0,,5048,5048,Int,42525,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42525
2164,CH4供油温度,冷水机组,temperature,V3.0,,5050,5050,Int,42526,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42526
2165,CH4油槽温度,冷水机组,temperature,V3.0,,5052,5052,Int,42527,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42527
2166,CH4供液温度,冷水机组,temperature,V3.0,,5054,5054,Int,42528,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42528
2167,CH4机组状态,冷水机组,manual_start,V3.0,,5056,5056,Int,42529,,0关；1启动；2运行；3预停机；4服务,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42529
2168,,其他,other,V3.0,,5058,5058,Int,42530,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42530
2169,,其他,other,V3.0,,5060,5060,Int,42531,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42531
2170,,其他,other,V3.0,,5062,5062,Int,42532,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42532
2171,,其他,other,V3.0,,5064,5064,Int,42533,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42533
2172,,其他,other,V3.0,,5066,5066,Int,42534,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42534
2173,,其他,other,V3.0,,5068,5068,Int,42535,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42535
2174,,其他,other,V3.0,,5070,5070,Int,42536,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42536
2175,,其他,other,V3.0,,5072,5072,Int,42537,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42537
2176,,其他,other,V3.0,,5074,5074,Int,42538,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42538
2177,,其他,other,V3.0,,5076,5076,Int,42539,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42539
2178,,其他,other,V3.0,,5078,5078,Int,42540,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42540
2179,,其他,other,V3.0,,5080,5080,Int,42541,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42541
2180,,其他,other,V3.0,,5082,5082,Int,42542,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42542
2181,,其他,other,V3.0,,5084,5084,Int,42543,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42543
2182,CH6冷冻出水设定温度（R）,冷水机组,setpoint,V3.0,,5086,5086,Int,42544,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42544
2183,CH6需求限制设定点,冷水机组,setpoint,V3.0,,5088,5088,Int,42545,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42545
2184,CH6蒸发器进水温度,冷水机组,temperature,V3.0,,5090,5090,Int,42546,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42546
2185,CH6蒸发器出水温度,冷水机组,temperature,V1.3,修改系数,5092,5092,Int,42547,,0.02℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42547
2186,CH6冷凝器进水温度,冷水机组,temperature,V3.0,,5094,5094,Int,42548,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42548
2187,CH6冷凝器出水温度,冷水机组,temperature,V3.0,,5096,5096,Int,42549,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42549
2188,CH6机组本地/远程,冷水机组,remote_status,V3.0,,5098,5098,Int,42550,,1本地；0远程,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42550
2189,CH6蒸发器水流开关状态,冷水机组,other,V3.0,,5100,5100,Int,42551,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42551
2190,CH6冷凝器水流开关状态,冷水机组,other,V3.0,,5102,5102,Int,42552,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42552
2191,CH6吸气温度,冷水机组,temperature,V3.0,,5104,5104,Int,42553,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42553
2192,CH6蒸发温度,冷水机组,temperature,V3.0,,5106,5106,Int,42554,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42554
2193,CH6蒸发压力,冷水机组,pressure,V3.0,,5108,5108,Int,42555,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42555
2194,CH6排气温度,冷水机组,temperature,V3.0,,5110,5110,Int,42556,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42556
2195,CH6冷凝温度,冷水机组,temperature,V3.0,,5112,5112,Int,42557,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42557
2196,CH6冷凝压力,冷水机组,pressure,V3.0,,5114,5114,Int,42558,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42558
2197,CH6压缩机额定电流百分比,冷水机组,other,V3.0,,5116,5116,Int,42559,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42559
